species,item,ability,type1,type2,move1,move2,move3,move4,won,strategy
Abomasnow,Abomasite,Snow Warning,Grass,Ice,Blizzard,Ice Shard,Hidden Power Fire,Giga Drain,true,best
Seaking,Expert Belt,Lightning Rod,Water,,Ice Beam,Waterfall,Megahorn,Drill Run,true,best
Cinccino,Choice Band,Skill Link,Normal,,Rock Blast,U-turn,Tail Slap,Knock Off,true,best
Donphan,Assault Vest,Sturdy,Ground,,Earthquake,Rapid Spin,Ice Shard,Knock Off,false,random
Keldeo,Choice Scarf,Justified,Water,Fighting,Hidden Power Electric,Scald,Hydro Pump,Secret Sword,false,random
Solrock,Leftovers,Levitate,Rock,Psychic,Stealth Rock,Rock Slide,Morning Sun,Will-O-Wisp,false,random
Bronzong,Leftovers,Levitate,Steel,Psychic,Light Screen,Explosion,Gyro Ball,Toxic,false,random
Scolipede,Life Orb,Speed Boost,Bug,Poison,Rock Slide,Megahorn,Swords Dance,Poison Jab,false,random
Fearow,Choice Band,Sniper,Normal,Flying,Pursuit,Drill Run,Double-Edge,Drill Peck,false,random
Rampardos,Life Orb,Sheer Force,Rock,,Crunch,Head Smash,Earthquake,Rock Polish,true,best
Noivern,Life Orb,Infiltrator,Flying,Dragon,Boomburst,Hurricane,Draco Meteor,Taunt,true,best
Tauros,Choice Band,Intimidate,Normal,,Zen Headbutt,Double-Edge,Rock Slide,Earthquake,true,best
Dustox,Black Sludge,Shield Dust,Bug,Poison,Roost,Quiver Dance,Bug Buzz,Sludge Bomb,true,best
Heatran,Air Balloon,Flash Fire,Fire,Steel,Stealth Rock,Fire Blast,Toxic,Earth Power,true,best
Hitmontop,Life Orb,Intimidate,Fighting,,Sucker Punch,Close Combat,Toxic,Stone Edge,true,best
Claydol,Leftovers,Levitate,Ground,Psychic,Earthquake,Stealth Rock,Rapid Spin,Psychic,false,random
Giratina,Leftovers,Pressure,Ghost,Dragon,Shadow Ball,Dragon Pulse,Roar,Will-O-Wisp,false,random
Cryogonal,Leftovers,Levitate,Ice,,Ice Beam,Haze,Recover,Toxic,false,random
Linoone,Sitrus Berry,Quick Feet,Normal,,Shadow Claw,Seed Bomb,Belly Drum,Extreme Speed,false,random
Tyranitar,Tyranitarite,Sand Stream,Rock,Dark,Stone Edge,Crunch,Earthquake,Ice Punch,false,random
Wormadam,Leftovers,Overcoat,Bug,Grass,Toxic,Giga Drain,Signal Beam,Synthesis,false,random
Honchkrow,Life Orb,Moxie,Dark,Flying,Sucker Punch,Roost,Brave Bird,Pursuit,true,best
Rotom-Heat,Leftovers,Levitate,Electric,Fire,Pain Split,Overheat,Thunderbolt,Volt Switch,true,best
Parasect,Leftovers,Dry Skin,Bug,Grass,Knock Off,Leech Seed,Seed Bomb,X-Scissor,true,best
Bouffalant,Choice Band,Sap Sipper,Normal,,Head Charge,Superpower,Earthquake,Stone Edge,true,best
Dugtrio,Leftovers,Arena Trap,Ground,,Sucker Punch,Substitute,Stone Edge,Earthquake,true,best
Manectric,Manectite,Lightning Rod,Electric,,Hidden Power Ice,Overheat,Volt Switch,Thunderbolt,true,best
Torterra,Leftovers,Overgrow,Grass,Ground,Synthesis,Rock Polish,Wood Hammer,Earthquake,false,random
Hitmontop,Leftovers,Intimidate,Fighting,,Toxic,Stone Edge,Close Combat,Rapid Spin,false,random
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Roost,Ice Beam,Toxic,Draco Meteor,false,random
Durant,Life Orb,Hustle,Bug,Steel,Superpower,X-Scissor,Hone Claws,Iron Head,false,random
Espeon,Leftovers,Magic Bounce,Psychic,,Psyshock,Morning Sun,Dazzling Gleam,Calm Mind,false,random
Magcargo,Air Balloon,Flame Body,Fire,Rock,Lava Plume,Toxic,Recover,Ancient Power,false,random
Reuniclus,Life Orb,Magic Guard,Psychic,,Calm Mind,Psyshock,Recover,Shadow Ball,true,best
Mawile,Mawilite,Intimidate,Steel,Fairy,Swords Dance,Iron Head,Sucker Punch,Play Rough,true,best
Flareon,Toxic Orb,Guts,Fire,,Flame Charge,Flare Blitz,Facade,Superpower,true,best
Spiritomb,Leftovers,Infiltrator,Ghost,Dark,Dark Pulse,Calm Mind,Will-O-Wisp,Psychic,true,best
Chandelure,Life Orb,Flash Fire,Ghost,Fire,Pain Split,Shadow Ball,Energy Ball,Fire Blast,true,best
Avalugg,Leftovers,Sturdy,Ice,,Earthquake,Avalanche,Toxic,Rapid Spin,true,best
Diggersby,Focus Sash,Huge Power,Normal,Ground,Swords Dance,Return,Quick Attack,Earthquake,false,random
Gigalith,Custap Berry,Sturdy,Rock,,Explosion,Stone Edge,Stealth Rock,Earthquake,false,random
Miltank,Leftovers,Sap Sipper,Normal,,Curse,Body Slam,Milk Drink,Earthquake,false,random
Genesect,Douse Drive,Download,Bug,Steel,Techno Blast,U-turn,Shift Gear,Iron Head,false,random
Crawdaunt,Life Orb,Adaptability,Water,Dark,Swords Dance,Crabhammer,Superpower,Knock Off,false,random
Diancie,Diancite,Clear Body,Rock,Fairy,Earth Power,Calm Mind,Hidden Power Fire,Diamond Storm,false,random
Krookodile,Focus Sash,Intimidate,Ground,Dark,Superpower,Earthquake,Stealth Rock,Pursuit,true,best
Toxicroak,Life Orb,Dry Skin,Poison,Fighting,Substitute,Gunk Shot,Sucker Punch,Drain Punch,true,best
Uxie,Leftovers,Levitate,Psychic,,Thunder Wave,Heal Bell,U-turn,Psychic,true,best
Gallade,Galladite,Justified,Psychic,Fighting,Knock Off,Zen Headbutt,Substitute,Close Combat,true,best
Leavanny,Life Orb,Overcoat,Bug,Grass,Sticky Web,X-Scissor,Leaf Blade,Knock Off,true,best
Shedinja,Focus Sash,Wonder Guard,Bug,Ghost,Shadow Claw,Swords Dance,X-Scissor,Will-O-Wisp,true,best
Rampardos,Life Orb,Sheer Force,Rock,,Head Smash,Fire Punch,Earthquake,Rock Polish,false,random
Weavile,Life Orb,Pickpocket,Dark,Ice,Swords Dance,Knock Off,Ice Shard,Icicle Crash,false,random
Sylveon,Leftovers,Pixilate,Fairy,,Calm Mind,Hyper Voice,Hidden Power Fire,Psyshock,false,random
Darkrai,Leftovers,Bad Dreams,Dark,,Nasty Plot,Dark Pulse,Focus Blast,Dark Void,false,random
Farfetch’d,Stick,Defiant,Normal,Flying,Return,Knock Off,Leaf Blade,Brave Bird,false,random
Wigglytuff,Light Clay,Competitive,Normal,Fairy,Light Screen,Reflect,Stealth Rock,Dazzling Gleam,false,random
Sawsbuck-Autumn,Life Orb,Sap Sipper,Normal,Grass,Substitute,Horn Leech,Return,Jump Kick,true,best
Mewtwo,Mewtwonite X,Unnerve,Psychic,,Drain Punch,Zen Headbutt,Bulk Up,Taunt,true,best
Flygon,Leftovers,Levitate,Ground,Dragon,Outrage,U-turn,Roost,Earthquake,true,best
Empoleon,Life Orb,Torrent,Water,Steel,Ice Beam,Hydro Pump,Grass Knot,Toxic,true,best
Palkia,Lustrous Orb,Pressure,Water,Dragon,Fire Blast,Draco Meteor,Hydro Pump,Thunder Wave,true,best
Marowak,Thick Club,Rock Head,Ground,,Knock Off,Substitute,Double-Edge,Earthquake,true,best
Roserade,Focus Sash,Natural Cure,Grass,Poison,Sleep Powder,Toxic Spikes,Leaf Storm,Sludge Bomb,false,random
Regigigas,Leftovers,Slow Start,Normal,,Return,Drain Punch,Knock Off,Substitute,false,random
Greninja,Leftovers,Protean,Water,Dark,Taunt,Gunk Shot,Ice Beam,Spikes,false,random
Froslass,Leftovers,Cursed Body,Ice,Ghost,Shadow Ball,Destiny Bond,Taunt,Ice Beam,false,random
Heracross,Heracronite,Moxie,Bug,Fighting,Pin Missile,Bullet Seed,Swords Dance,Close Combat,false,random
Clefable,Life Orb,Magic Guard,Fairy,,Soft-Boiled,Fire Blast,Calm Mind,Moonblast,false,random
Quagsire,Leftovers,Unaware,Water,Ground,Toxic,Earthquake,Scald,Recover,true,best
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Draco Meteor,Roost,Toxic,Ice Beam,true,best
Beedrill,Beedrillite,Sniper,Bug,Poison,Drill Run,X-Scissor,Swords Dance,Knock Off,true,best
Noivern,Leftovers,Infiltrator,Flying,Dragon,Draco Meteor,Taunt,Hurricane,Roost,true,best
Huntail,White Herb,Water Veil,Water,,Ice Beam,Shell Smash,Sucker Punch,Waterfall,true,best
Miltank,Leftovers,Scrappy,Normal,,Earthquake,Body Slam,Curse,Milk Drink,true,best
Skuntank,Focus Sash,Aftermath,Poison,Dark,Crunch,Taunt,Fire Blast,Defog,false,random
Machamp,Leftovers,No Guard,Fighting,,Substitute,Dynamic Punch,Stone Edge,Heavy Slam,false,random
Volbeat,Leftovers,Prankster,Bug,,Roost,Thunder Wave,Tailwind,U-turn,false,random
Trevenant,Life Orb,Natural Cure,Ghost,Grass,Shadow Claw,Trick Room,Horn Leech,Earthquake,false,random
Kingdra,Life Orb,Swift Swim,Water,Dragon,Dragon Dance,Rain Dance,Waterfall,Outrage,false,random
Camerupt,Cameruptite,Solid Rock,Fire,Ground,Will-O-Wisp,Fire Blast,Ancient Power,Earth Power,false,random
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Ice Beam,Fusion Flare,Toxic,Draco Meteor,true,best
Gardevoir,Gardevoirite,Trace,Psychic,Fairy,Psyshock,Hyper Voice,Focus Blast,Taunt,true,best
Infernape,Choice Band,Blaze,Fire,Fighting,U-turn,Stone Edge,Flare Blitz,Close Combat,true,best
Regigigas,Leftovers,Slow Start,Normal,,Return,Confuse Ray,Drain Punch,Substitute,true,best
Marowak,Thick Club,Battle Armor,Ground,,Knock Off,Stealth Rock,Earthquake,Stone Edge,true,best
Phione,Leftovers,Hydration,Water,,Toxic,U-turn,Ice Beam,Scald,true,best
Medicham,Medichamite,Pure Power,Fighting,Psychic,Thunder Punch,Ice Punch,High Jump Kick,Zen Headbutt,false,random
Vileplume,Black Sludge,Effect Spore,Grass,Poison,Sleep Powder,Hidden Power Fire,Giga Drain,Synthesis,false,random
Drifblim,Sitrus Berry,Unburden,Ghost,Flying,Shadow Ball,Substitute,Acrobatics,Will-O-Wisp,false,random
Seviper,Life Orb,Infiltrator,Poison,,Sucker Punch,Poison Jab,Earthquake,Coil,false,random
Cinccino,Choice Band,Skill Link,Normal,,Rock Blast,Bullet Seed,U-turn,Tail Slap,false,random
Conkeldurr,Flame Orb,Guts,Fighting,,Drain Punch,Bulk Up,Ice Punch,Knock Off,false,random
Primeape,Choice Scarf,Vital Spirit,Fighting,,U-turn,Ice Punch,Close Combat,Gunk Shot,true,random
Empoleon,Leftovers,Torrent,Water,Steel,Defog,Ice Beam,Hydro Pump,Roar,true,random
Rampardos,Life Orb,Sheer Force,Rock,,Head Smash,Fire Punch,Crunch,Rock Polish,true,random
Clawitzer,Choice Specs,Mega Launcher,Water,,Ice Beam,Scald,Aura Sphere,Dark Pulse,true,random
Medicham,Medichamite,Pure Power,Fighting,Psychic,Fake Out,High Jump Kick,Thunder Punch,Zen Headbutt,true,random
Vespiquen,Leftovers,Pressure,Bug,Flying,U-turn,Toxic,Roost,Infestation,true,random
Sylveon,Leftovers,Pixilate,Fairy,,Psyshock,Hyper Voice,Wish,Hidden Power Fire,false,best
Zebstrika,Expert Belt,Motor Drive,Electric,,Hidden Power Grass,Overheat,Wild Charge,Thunderbolt,false,best
Vivillon-Icy Snow,Leftovers,Compound Eyes,Bug,Flying,Energy Ball,Substitute,Quiver Dance,Hurricane,false,best
Furret,Choice Scarf,Frisk,Normal,,Trick,Fire Punch,U-turn,Double-Edge,false,best
Scizor,Scizorite,Light Metal,Bug,Steel,U-turn,Bullet Punch,Defog,Roost,false,best
Wigglytuff,Leftovers,Competitive,Normal,Fairy,Fire Blast,Light Screen,Heal Bell,Dazzling Gleam,false,best
Banette,Focus Sash,Cursed Body,Ghost,,Shadow Claw,Taunt,Will-O-Wisp,Sucker Punch,true,best
Carracosta,Assault Vest,Solid Rock,Water,Rock,Aqua Jet,Stone Edge,Hydro Pump,Earthquake,true,best
Tentacruel,Black Sludge,Liquid Ooze,Water,Poison,Sludge Bomb,Rapid Spin,Scald,Toxic Spikes,true,best
Pikachu,Light Ball,Lightning Rod,Electric,,Knock Off,Volt Tackle,Iron Tail,Hidden Power Ice,true,best
Latias,Latiasite,Levitate,Dragon,Psychic,Draco Meteor,Psyshock,Surf,Calm Mind,true,best
Rotom,Leftovers,Levitate,Electric,Ghost,Will-O-Wisp,Pain Split,Shadow Ball,Thunderbolt,true,best
Entei,Choice Scarf,Flash Fire,Fire,,Stone Edge,Flare Blitz,Sacred Fire,Bulldoze,false,random
Dusknoir,Leftovers,Pressure,Ghost,,Earthquake,Will-O-Wisp,Pain Split,Shadow Sneak,false,random
Doublade,Eviolite,No Guard,Steel,Ghost,Shadow Sneak,Iron Head,Swords Dance,Sacred Sword,false,random
Slaking,Choice Scarf,Truant,Normal,,Fire Punch,Night Slash,Giga Impact,Earthquake,false,random
Gallade,Galladite,Justified,Psychic,Fighting,Close Combat,Zen Headbutt,Knock Off,Swords Dance,false,random
Omastar,White Herb,Shell Armor,Rock,Water,Shell Smash,Hydro Pump,Earth Power,Ice Beam,false,random
Beartic,Choice Band,Swift Swim,Ice,,Night Slash,Icicle Crash,Stone Edge,Superpower,true,best
Swalot,Black Sludge,Sticky Hold,Poison,,Sludge Bomb,Pain Split,Yawn,Ice Beam,true,best
Arceus-Dark,Dread Plate,Multitype,Dark,,Judgment,Toxic,Fire Blast,Recover,true,best
Bouffalant,Choice Band,Sap Sipper,Normal,,Stone Edge,Superpower,Head Charge,Megahorn,true,best
Victini,Assault Vest,Victory Star,Psychic,Fire,Zen Headbutt,Grass Knot,Bolt Strike,V-create,true,best
Klefki,Leftovers,Prankster,Steel,Fairy,Toxic,Foul Play,Reflect,Play Rough,true,best
Ho-Oh,Leftovers,Regenerator,Fire,Flying,Earthquake,Flame Charge,Brave Bird,Substitute,false,random
Hydreigon,Assault Vest,Levitate,Dark,Dragon,Earth Power,Dark Pulse,Draco Meteor,Superpower,false,random
Alakazam,Alakazite,Magic Guard,Psychic,,Focus Blast,Encore,Calm Mind,Psyshock,false,random
Sandslash,Leftovers,Sand Rush,Ground,,Earthquake,Swords Dance,Knock Off,Rapid Spin,false,random
Torkoal,Leftovers,White Smoke,Fire,,Yawn,Lava Plume,Rapid Spin,Earth Power,false,random
Uxie,Leftovers,Levitate,Psychic,,Heal Bell,Stealth Rock,Psychic,U-turn,false,random
Thundurus-Therian,Choice Specs,Volt Absorb,Electric,Flying,Volt Switch,Hidden Power Flying,Thunderbolt,Focus Blast,true,best
Mewtwo,Mewtwonite X,Unnerve,Psychic,,Taunt,Stone Edge,Bulk Up,Drain Punch,true,best
Hypno,Leftovers,Insomnia,Psychic,,Toxic,Psychic,Foul Play,Protect,true,best
Magmortar,Assault Vest,Vital Spirit,Fire,,Hidden Power Grass,Focus Blast,Earthquake,Fire Blast,true,best
Vaporeon,Leftovers,Water Absorb,Water,,Wish,Ice Beam,Roar,Scald,true,best
Hoopa-Unbound,Assault Vest,Magician,Psychic,Dark,Ice Punch,Focus Blast,Gunk Shot,Dark Pulse,true,best
Conkeldurr,Flame Orb,Guts,Fighting,,Bulk Up,Drain Punch,Knock Off,Ice Punch,false,random
Cradily,Leftovers,Storm Drain,Rock,Grass,Seed Bomb,Rock Slide,Curse,Recover,false,random
Wobbuffet,Sitrus Berry,Shadow Tag,Psychic,,Safeguard,Encore,Mirror Coat,Counter,false,random
Heracross,Toxic Orb,Guts,Bug,Fighting,Close Combat,Earthquake,Swords Dance,Megahorn,false,random
Abomasnow,Life Orb,Snow Warning,Grass,Ice,Blizzard,Substitute,Ice Shard,Giga Drain,false,random
Mawile,Mawilite,Intimidate,Steel,Fairy,Iron Head,Swords Dance,Fire Fang,Play Rough,false,random
Crobat,Black Sludge,Infiltrator,Poison,Flying,Roost,Defog,Brave Bird,Taunt,true,random
Spiritomb,Leftovers,Infiltrator,Ghost,Dark,Sleep Talk,Calm Mind,Rest,Dark Pulse,true,random
Pangoro,Life Orb,Mold Breaker,Fighting,Dark,Parting Shot,Knock Off,Superpower,Gunk Shot,true,random
Mothim,Life Orb,Tinted Lens,Bug,Flying,Energy Ball,Bug Buzz,Air Slash,Quiver Dance,true,random
Basculin-Blue-Striped,Choice Band,Adaptability,Water,,Aqua Jet,Crunch,Zen Headbutt,Waterfall,true,random
Toxicroak,Life Orb,Dry Skin,Poison,Fighting,Drain Punch,Ice Punch,Sucker Punch,Gunk Shot,true,random
Castform,Focus Sash,Forecast,Normal,,Hail,Fire Blast,Thunderbolt,Blizzard,false,best
Hariyama,Life Orb,Thick Fat,Fighting,,Bulk Up,Ice Punch,Knock Off,Close Combat,false,best
Marowak,Thick Club,Battle Armor,Ground,,Substitute,Earthquake,Stone Edge,Knock Off,false,best
Lilligant,Leftovers,Own Tempo,Grass,,Sleep Powder,Petal Dance,Hidden Power Rock,Quiver Dance,false,best
Bibarel,Leftovers,Simple,Normal,Water,Curse,Waterfall,Quick Attack,Return,false,best
Roserade,Black Sludge,Natural Cure,Grass,Poison,Spikes,Toxic Spikes,Sleep Powder,Leaf Storm,false,best
Rotom-Heat,Leftovers,Levitate,Electric,Fire,Pain Split,Will-O-Wisp,Overheat,Volt Switch,true,random
Solrock,Leftovers,Levitate,Rock,Psychic,Will-O-Wisp,Rock Slide,Stealth Rock,Explosion,true,random
Muk,Black Sludge,Poison Touch,Poison,,Ice Punch,Shadow Sneak,Curse,Gunk Shot,true,random
Simisear,Life Orb,Blaze,Fire,,Nasty Plot,Hidden Power Rock,Grass Knot,Fire Blast,true,random
Amoonguss,Black Sludge,Regenerator,Grass,Poison,Clear Smog,Synthesis,Hidden Power Fire,Giga Drain,true,random
Latias,Latiasite,Levitate,Dragon,Psychic,Roost,Draco Meteor,Surf,Hidden Power Fire,true,random
Archeops,,Defeatist,Rock,Flying,Head Smash,Aqua Tail,Earthquake,Acrobatics,false,best
Jellicent,Life Orb,Water Absorb,Water,Ghost,Ice Beam,Toxic,Shadow Ball,Scald,false,best
Latias,Latiasite,Levitate,Dragon,Psychic,Draco Meteor,Psyshock,Roost,Hidden Power Fire,false,best
Parasect,Leftovers,Dry Skin,Bug,Grass,Substitute,X-Scissor,Spore,Seed Bomb,false,best
Thundurus,Leftovers,Prankster,Electric,Flying,Nasty Plot,Hidden Power Ice,Thunderbolt,Substitute,false,best
Probopass,Air Balloon,Magnet Pull,Rock,Steel,Flash Cannon,Earth Power,Toxic,Stealth Rock,false,best
Shaymin,Leftovers,Natural Cure,Grass,,Rest,Earth Power,Seed Flare,Air Slash,true,best
Dragonite,Lum Berry,Multiscale,Dragon,Flying,Dragon Dance,Fire Punch,Roost,Outrage,true,best
Bronzong,Leftovers,Levitate,Steel,Psychic,Toxic,Earthquake,Explosion,Gyro Ball,true,best
Entei,Choice Band,Flash Fire,Fire,,Bulldoze,Sacred Fire,Extreme Speed,Stone Edge,true,best
Ariados,Black Sludge,Sniper,Bug,Poison,Sucker Punch,Megahorn,Poison Jab,Sticky Web,true,best
Chansey,Eviolite,Natural Cure,Normal,,Toxic,Soft-Boiled,Seismic Toss,Heal Bell,true,best
Victini,Assault Vest,Victory Star,Psychic,Fire,V-create,Blue Flare,Zen Headbutt,Grass Knot,false,random
Accelgor,Life Orb,Sticky Hold,Bug,,Spikes,Energy Ball,Bug Buzz,Focus Blast,false,random
Fearow,Choice Band,Sniper,Normal,Flying,Pursuit,Double-Edge,U-turn,Drill Peck,false,random
Articuno,Leftovers,Pressure,Ice,Flying,Ice Beam,Toxic,Hurricane,Roost,false,random
Magmortar,Assault Vest,Vital Spirit,Fire,,Earthquake,Thunderbolt,Hidden Power Ice,Fire Blast,false,random
Toxicroak,Life Orb,Dry Skin,Poison,Fighting,Sucker Punch,Drain Punch,Swords Dance,Gunk Shot,false,random
Hawlucha,Sitrus Berry,Unburden,Fighting,Flying,High Jump Kick,Acrobatics,Swords Dance,Roost,true,best
Golem,Leftovers,Sturdy,Rock,Ground,Rock Blast,Toxic,Earthquake,Sucker Punch,true,best
Moltres,Leftovers,Flame Body,Fire,Flying,Hurricane,Roost,Will-O-Wisp,Fire Blast,true,best
Toxicroak,Life Orb,Dry Skin,Poison,Fighting,Drain Punch,Sucker Punch,Swords Dance,Gunk Shot,true,best
Wormadam-Sandy,Leftovers,Overcoat,Bug,Ground,Stealth Rock,Earthquake,Protect,Toxic,true,best
Xerneas,Assault Vest,Fairy Aura,Fairy,,Moonblast,Hidden Power Fire,Focus Blast,Rock Slide,true,best
Houndoom,Focus Sash,Flash Fire,Dark,Fire,Hidden Power Grass,Nasty Plot,Dark Pulse,Sucker Punch,false,random
Gallade,Galladite,Justified,Psychic,Fighting,Zen Headbutt,Knock Off,Drain Punch,Substitute,false,random
Blissey,Leftovers,Natural Cure,Normal,,Toxic,Seismic Toss,Soft-Boiled,Stealth Rock,false,random
Ho-Oh,Leftovers,Regenerator,Fire,Flying,Roost,Substitute,Sacred Fire,Earthquake,false,random
Cradily,Leftovers,Storm Drain,Rock,Grass,Rock Slide,Curse,Recover,Seed Bomb,false,random
Mightyena,Life Orb,Moxie,Dark,,Fire Fang,Crunch,Sucker Punch,Iron Tail,false,random
Umbreon,Leftovers,Synchronize,Dark,,Toxic,Wish,Protect,Foul Play,true,best
Magcargo,Air Balloon,Flame Body,Fire,Rock,Ancient Power,Toxic,Hidden Power Grass,Fire Blast,true,best
Floatzel,Life Orb,Water Veil,Water,,Aqua Jet,Waterfall,Taunt,Ice Punch,true,best
Jellicent,Life Orb,Water Absorb,Water,Ghost,Ice Beam,Scald,Shadow Ball,Toxic,true,best
Zekrom,Leftovers,Teravolt,Dragon,Electric,Volt Switch,Outrage,Bolt Strike,Roost,true,best
Meloetta,Choice Specs,Serene Grace,Normal,Psychic,U-turn,Hyper Voice,Psyshock,Shadow Ball,true,best
Scolipede,Life Orb,Speed Boost,Bug,Poison,Swords Dance,Poison Jab,Rock Slide,Megahorn,false,random
Tauros,Choice Band,Intimidate,Normal,,Zen Headbutt,Rock Slide,Earthquake,Double-Edge,false,random
Kingdra,Life Orb,Swift Swim,Water,Dragon,Draco Meteor,Ice Beam,Waterfall,Rain Dance,false,random
Jumpluff,,Infiltrator,Grass,Flying,Swords Dance,Acrobatics,Seed Bomb,Encore,false,random
Hitmonlee,Life Orb,Reckless,Fighting,,Poison Jab,Knock Off,High Jump Kick,Fake Out,false,random
Absol,Absolite,Justified,Dark,,Sucker Punch,Swords Dance,Knock Off,Play Rough,false,random
Weavile,Focus Sash,Pickpocket,Dark,Ice,Knock Off,Icicle Crash,Low Kick,Swords Dance,true,best
Sharpedo,Sharpedonite,Speed Boost,Water,Dark,Ice Fang,Destiny Bond,Crunch,Waterfall,true,best
Leavanny,Leftovers,Overcoat,Bug,Grass,Sticky Web,Knock Off,Leaf Blade,Swords Dance,true,best
Donphan,Leftovers,Sturdy,Ground,,Earthquake,Ice Shard,Stealth Rock,Rapid Spin,true,best
Whiscash,Choice Band,Oblivious,Water,Ground,Waterfall,Zen Headbutt,Earthquake,Stone Edge,true,best
Butterfree,Leftovers,Tinted Lens,Bug,Flying,Quiver Dance,Energy Ball,Bug Buzz,Sleep Powder,true,best
Darmanitan,Life Orb,Sheer Force,Fire,,U-turn,Rock Slide,Earthquake,Flare Blitz,false,random
Kecleon,Leftovers,Protean,Normal,,Sucker Punch,Shadow Sneak,Stealth Rock,Drain Punch,false,random
Druddigon,Life Orb,Sheer Force,Dragon,,Glare,Taunt,Gunk Shot,Outrage,false,random
Scolipede,Black Sludge,Speed Boost,Bug,Poison,Protect,Spikes,Toxic Spikes,Megahorn,false,random
Castform,Damp Rock,Forecast,Normal,,Hurricane,Rain Dance,Thunder,Weather Ball,false,random
Altaria,Altarianite,Natural Cure,Dragon,Flying,Return,Fire Blast,Roost,Earthquake,false,random
Samurott,Focus Sash,Torrent,Water,,Aqua Jet,Swords Dance,Megahorn,Waterfall,true,best
Swanna,Life Orb,Hydration,Water,Flying,Air Slash,Rain Dance,Roost,Scald,true,best
Eelektross,Assault Vest,Levitate,Electric,,Giga Drain,Superpower,Knock Off,Thunderbolt,true,best
Mandibuzz,Leftovers,Overcoat,Dark,Flying,Foul Play,Defog,Brave Bird,Roost,true,best
Vanilluxe,Life Orb,Weak Armor,Ice,,Explosion,Ice Beam,Flash Cannon,Autotomize,true,best
Bisharp,Assault Vest,Defiant,Dark,Steel,Knock Off,Iron Head,Sucker Punch,Low Kick,true,best
Carracosta,White Herb,Sturdy,Water,Rock,Aqua Jet,Shell Smash,Hydro Pump,Stone Edge,false,random
Mamoswine,Life Orb,Thick Fat,Ice,Ground,Stealth Rock,Ice Shard,Earthquake,Icicle Crash,false,random
Beheeyem,Life Orb,Analytic,Psychic,,Thunderbolt,Trick Room,Psyshock,Signal Beam,false,random
Durant,Life Orb,Hustle,Bug,Steel,Iron Head,Hone Claws,Stone Edge,X-Scissor,false,random
Phione,Life Orb,Hydration,Water,,Ice Beam,Toxic,Knock Off,Scald,false,random
Maractus,Leftovers,Water Absorb,Grass,,Hidden Power Fire,Giga Drain,Spiky Shield,Spikes,false,random
Gogoat,Leftovers,Sap Sipper,Grass,,Milk Drink,Substitute,Horn Leech,Rock Slide,true,random
Gorebyss,White Herb,Swift Swim,Water,,Ice Beam,Hydro Pump,Shell Smash,Substitute,true,random
Slowbro,Slowbronite,Regenerator,Water,Psychic,Psyshock,Ice Beam,Scald,Slack Off,true,random
Shedinja,Focus Sash,Wonder Guard,Bug,Ghost,X-Scissor,Swords Dance,Shadow Sneak,Will-O-Wisp,true,random
Cresselia,Leftovers,Levitate,Psychic,,Ice Beam,Substitute,Psychic,Calm Mind,true,random
Accelgor,Life Orb,Sticky Hold,Bug,,Energy Ball,Hidden Power Rock,Encore,Bug Buzz,true,random
